No.;Sentimen;Tweet
1768;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1769;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1770;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1771;Negatif;b'@satriohendri Tujuannya investasi kecil kecilan. Ingat ikn harus segera dibangun ta ada uang di kantong'
1772;Undefined;b'\xe2\x95\x94.\xe2\x98\x85. .\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x97\n\nDukung KIPP IKN Nusantara\n\n\xe2\x95\x9a\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90. .\xe2\x98\x85.\xe2\x95\x9d\n#IKNBerdampakPositif\xe2\x80\xa6 https://t.co/0cASyydj7a'
1773;Undefined;b'\xe2\x95\x94.\xe2\x98\x85. .\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x97\n\nDukung KIPP IKN Nusantara\n\n\xe2\x95\x9a\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90. .\xe2\x98\x85.\xe2\x95\x9d\n#IKNBerdampakPositif\xe2\x80\xa6 https://t.co/Z4ELZBpix9'
1774;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1775;Negatif;"b'Seperti Pepatah:\n""Pengacara Yang Minta Damai, Argonya Pendek"" \xf0\x9f\x98\x81\xf0\x9f\x98\x81\nEh pepatah apa bukan ya? Pepatah macam apa itu...\xe2\x80\xa6 https://t.co/rOV5fzGcJk'"
1776;Undefined;b'\xe2\x95\x94.\xe2\x98\x85. .\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x97\n\nOJK berharap seluruh industri jasa keuangan berkantor di IKN\n\n\xe2\x95\x9a\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90. .\xe2\x98\x85.\xe2\x95\x9d\xe2\x80\xa6 https://t.co/PQK3bn4RtF'
1777;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1778;Undefined;b'\xe2\x95\x94.\xe2\x98\x85. .\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x97\n\nOJK berharap seluruh industri jasa keuangan berkantor di IKN\n\n\xe2\x95\x9a\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90. .\xe2\x98\x85.\xe2\x95\x9d\xe2\x80\xa6 https://t.co/XrDCCPCXm6'
1779;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1780;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1781;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1782;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1783;Undefined;b'RT @NgkongRoses: Menpora Zainudin Amali melaporkan ke Presiden @jokowi beberapa kegiatan yang dilakukan oleh Kementerian Pemuda dan Olahrag\xe2\x80\xa6'
1784;Undefined;b'Presiden Jokowi menerima Menteri Pemuda dan Olahraga Zainudin Amali di Istana Merdeka, 1/11, yang melaporkan bebera\xe2\x80\xa6 https://t.co/xqcIDk3cDe'
1785;Undefined;b'Presiden Jokowi menerima Menteri Pemuda dan Olahraga Zainudin Amali di Istana Merdeka, 1/11, yang melaporkan bebera\xe2\x80\xa6 https://t.co/tt2Oq7VTQx'
1786;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1787;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1788;Negatif;b'RT @IMCMushroom: Pada mikir dong ?\nBuat apa ?\nApa manfaatnya?\nBanyak Rakyat yg kelaparan,emangnya pergi kesana gak pake ongkos.....\nKepala\xe2\x80\xa6'
1789;Undefined;b'Full tank bisa sampai IKN https://t.co/UpY18ZDdlZ'
1790;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1791;Negatif;b'RT @keuangannews_id: IKN- Presiden Sudah Berada di Jalan Buntu! https://t.co/gejEF0Qdph'
1792;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1793;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1794;Negatif;b'IKN Pindah Kadrun Hilang Panggung Habib Kribo\nhttps://t.co/1QUzbHV9Y9'
1795;Negatif;"b'RT @Speedtrap_: Twitter Milik Kafir tapi tiap hari main di TL, Saat Presiden bangun IKN demi Pemerataan &amp; keadilan berbangsa yg biayanya le\xe2\x80\xa6'"
1796;Negatif;b'RT @IrmansyahAdhy: DULU JUALAN ESEMKA..SKRG JUALAN IKN...\nSEBENARX CEBONG ITU KEMARIN PILIH PRESIDEN ATAU MAKELAR SIH..? \xf0\x9f\xa4\x94....\n\n#JokowiAnte\xe2\x80\xa6'
1797;Negatif;b'@alisyarief Lha trus mau ngapain.....\nApa masing2 desa dsruh bkin Ikn juga..... \nMacem2 tenan...'
1798;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1799;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1800;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1801;Undefined;b'@OposisiCerdas @AyuWulandariz Kalau utk IKN gimana bu menteri?'
1802;Positif;b'RT @alisyarief: Enam Ribu Kepala Desa se-Indonesia Direncanakan Kunjungi IKN https://t.co/gVza2MX6RY'
1803;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1804;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1805;Negatif;b'RT @IMCMushroom: Pada mikir dong ?\nBuat apa ?\nApa manfaatnya?\nBanyak Rakyat yg kelaparan,emangnya pergi kesana gak pake ongkos.....\nKepala\xe2\x80\xa6'
1806;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1807;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1808;Negatif;b'Modus kereta cepat dipakai?\n\nBiaya Bangun Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\n\nKlik untuk baca: https://t.co/lETjN7JSMX'
1809;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1810;Negatif;b'RT @HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket, akomodasi dan lain lai\xe2\x80\xa6'
1811;Negatif;b'@jokowi Plis inves my IKN'
1812;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1813;Positif;b'Sinergi Pengelolaan Sampah IKN, Butuh Teknologi di TPAS\xc2\xa0Manggar https://t.co/9iwIGZPaUK'
1814;Negatif;b'@PietFitriady @amelia_rfk Presiden yang sukses itu jika bisa membangun ekonomi kerakyatan yang kuat, bukan membangu\xe2\x80\xa6 https://t.co/aEXqxEUbnd'
1815;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1816;Positif;b'\xe2\x98\x95\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9d\xa4\xef\xb8\x8f\nIKN Nusantara\nBerdampak terhadap pembangunan dan perekonomian Kalimantan timur\n.\n.\n#IKNBerdampakPositifhttps://t.co/ckpbtHOvmZ'
1817;Positif;b'\xe2\x98\x95\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9d\xa4\xef\xb8\x8f\nEnam klaster industri akan dikembangkan di IKN Nusantara\n.\n.\n#IKNBerdampakPositifhttps://t.co/206DjdqsNt'
1818;Positif;b'\xe2\x98\x95\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9d\xa4\xef\xb8\x8f\n.\nIKN Nusantara untuk pertumbuhan ekonomi baru.\nDukung pembangunan IKN Nusantara\n.\n.\n#IKNBerdampakPositifhttps://t.co/OoEipTPKlQ'
1819;Positif;b'\xe2\x98\x95\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9d\xa4\xef\xb8\x8f\nPemindahan IKN Nusantara\nUntuk wujudkan Indonesia sentris\nUjar presiden Jokowi\n.\n.\n#IKNBerdampakPositifhttps://t.co/qYaLnOjAMX'
1820;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1821;Negatif;b'@satiagustaman @alisyarief Gak cm impor tp terkait investor. Blm lama umbar obral ikn wkwkwk'
1822;Positif;b'IKN Nusantara berdampak Positifterhadap pembangunan dan perekonomian Kaltim\n\n#IKNBerdampakPositifhttps://t.co/G5WJtjMAQL'
1823;Positif;b'IKN Nusantara berdampak terhadap pembangunan dan perekonomian Kaltim\n\n#IKNBerdampakPositifhttps://t.co/70GD0VcT1J'
1824;Negatif;b'RT @AnthonyBudiawan: Upaya menarik investasi IKN, pertama rayu Softbank, gagal: Setelah UU IKN disahkan, Softbank malah mundur. Kedua, mau\xe2\x80\xa6'
1825;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1826;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1827;Negatif;b'RT @IrmansyahAdhy: DULU JUALAN ESEMKA..SKRG JUALAN IKN...\nSEBENARX CEBONG ITU KEMARIN PILIH PRESIDEN ATAU MAKELAR SIH..? \xf0\x9f\xa4\x94....\n\n#JokowiAnte\xe2\x80\xa6'
1828;Negatif;"b'RT @Speedtrap_: Twitter Milik Kafir tapi tiap hari main di TL, Saat Presiden bangun IKN demi Pemerataan &amp; keadilan berbangsa yg biayanya le\xe2\x80\xa6'"
1829;Undefined;b'@sakul0311 @ahmaddshaddiq @Dennysiregar7 @aniesbaswedan Lah itu mandalika apaan? Pake segala ada si dukun muncul. B\xe2\x80\xa6 https://t.co/1tn4TNERms'
1830;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1831;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1832;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1833;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1834;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1835;Negatif;b'RT @HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket, akomodasi dan lain lai\xe2\x80\xa6'
1836;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1837;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1838;Positif;b'RT @SuwandaBen: @DokterTifa 6.000 kepala desa se-Indonesia bakal kunjungi IKN.\nPromotornya Ketua Umum DPP Apdesi Surtawijaya\n\nJokowi lagi d\xe2\x80\xa6'
1839;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1840;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1841;Negatif;"b'RT @ferly_norman: @msaid_didu Pak @msaid_didu keadaan ini disebut Noam Chomsky sbg ""Modern State Capitalism"", privilege utk Oligarki, yang\xe2\x80\xa6'"
1842;Negatif;"b'RT @Speedtrap_: Twitter Milik Kafir tapi tiap hari main di TL, Saat Presiden bangun IKN demi Pemerataan &amp; keadilan berbangsa yg biayanya le\xe2\x80\xa6'"
1843;Negatif;b'RT @RadarKorupsi: Isu 2023 gelap gulita karna krisis global tak bisa dijadikan alasan untuk menunda pemilu/3 periode.\n\nDan 6.000 kepala des\xe2\x80\xa6'
1844;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/PIAKFLefhx'
1845;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/5a4P6WYzVM'
1846;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/q8TCVHXDXE'
1847;Negatif;b'ikn adalah etalase hegemoni oligarki\n\njokowi sudah terjebak budi, padahal tau negara tak punya dana\n\nkarena ikn, jokowi bisa diadili'
1848;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/wYwUNiqYxr'
1849;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/UoYmG8aPmS'
1850;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/wWG89N5vTC'
1851;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/wCscMBuRm9'
1852;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/wSh3EyYSFz'
1853;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/7JcGqzrCRi'
1854;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/olXq93DFqR'
1855;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1856;Positif;b'Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak Positifbagi Kalimantan, tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/fQN9BSTL3N'
1857;Negatif;b'@msaid_didu Mau Di kaplingkan IKN nya ya, jadi apart desa jadi sales n marketingnya'
1858;Positif;b'RT @keuangannews_id: IKN- Presiden Sudah Berada di Jalan Buntu! https://t.co/gejEF0Qdph'
1859;Negatif;b'ikn dibantai, jokowi selesai\n\nsesederhana itu\n\nmakanya ngotot mau berkuasa lagi'
1860;Negatif;b'@Ghurem2 Itu kelompok kelompok yg sirik ngga kebagian proyek pembangunan IKN ..dan jatah Freeport..\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xe2\x9c\x8c\xf0\x9f\x8f\xbe'
1861;Positif;b'IKN Nusantara berdampak Positifterhadap pembangunan dan perekonomian Kaltim.\n\n#IKNBerdampakPositifhttps://t.co/nn3qGsoZRs'
1862;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1863;Negatif;b'RT @msaid_didu: Wuuiiihhh Gubernur mendoakan orang yg tdk setuju IKN jadi pendek umur.\nMari kita doakan beliau agar panjang umur sehingga b\xe2\x80\xa6'
1864;Positif;b'IKN Nusantara berdampak Positifterhadap pembangunan dan perekonomian Kaltim.\n#IKNBerdampakPositifhttps://t.co/BMfwwK3XWP'
1865;Undefined;b'@CNNIndonesia Kok lebih pinter @gibran_tweet dari pada @jokowi ya.. \nJokowi bilang akan ada badai resesi tahun depa\xe2\x80\xa6 https://t.co/NZoZShS1Kh'
1866;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1867;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1868;Negatif;b'RT @IMCMushroom: Pada mikir dong ?\nBuat apa ?\nApa manfaatnya?\nBanyak Rakyat yg kelaparan,emangnya pergi kesana gak pake ongkos.....\nKepala\xe2\x80\xa6'
1869;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1870;Negatif;b'RT @IrmansyahAdhy: DULU JUALAN ESEMKA..SKRG JUALAN IKN...\nSEBENARX CEBONG ITU KEMARIN PILIH PRESIDEN ATAU MAKELAR SIH..? \xf0\x9f\xa4\x94....\n\n#JokowiAnte\xe2\x80\xa6'
1871;Negatif;"b'@TeddGus Stop utang &amp; stop bangun IKN'"
1872;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1873;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1874;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1875;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1876;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1877;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1878;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1879;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1880;Positif;b'Jagat Nusantara, IKN versi dunia virtual yang merupakan platform media sosial masa depan dengan banyak fitur dan ke\xe2\x80\xa6 https://t.co/Z8l88BKqcz'
1881;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1882;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1883;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1884;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1885;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1886;Negatif;b'RT @IMCMushroom: Pada mikir dong ?\nBuat apa ?\nApa manfaatnya?\nBanyak Rakyat yg kelaparan,emangnya pergi kesana gak pake ongkos.....\nKepala\xe2\x80\xa6'
1887;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1888;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1889;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
